"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT05","WT06","WT07","WT08","WT09","WT10","WT11"
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-01","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-02","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-03","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-04","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-05","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-06","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-07","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-08","0.02","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-09","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-10","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-11","0.54","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-12","0.02","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-13","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-14","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-15","0.03","1.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-16","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-17","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-18","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-19","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-20","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-22","0.17","4.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-23","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-24","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-25","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-26","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-27","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-28","0.20","2.5",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-29","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-30","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2007-12-31","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-01-01","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-01-02","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-01-03","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-01-04","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-02-22","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-02-23","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-02-24","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-02-25","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-02-26","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-02-27","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-02-28","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-02-29","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-04","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-05","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-06","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-07","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-08","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-09","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-10","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-11","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-12","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-13","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-14","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-15","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-16","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-17","0.29","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-18","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-19","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-20","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-21","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-22","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-23","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-24","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-25","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-26","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-27","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-28","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-29","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-30","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-03-31","0.02","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-01","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-02","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-03","0.01","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-08","0.12","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-09","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-10","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-11","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-12","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-13","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-14","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-15","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-16","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-17","0.38","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-18","0.12","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-19","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-20","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-21","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-22","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-23","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-24","0.02","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-25","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-26","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-27","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-28","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-29","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-04-30","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-02","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-03","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-04","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-05","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-06","0.81","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-07","0.28","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-08","0.36","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-09","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-10","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-11","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-12","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-13","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-14","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-15","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-16","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-17","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-18","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-19","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-20","0.07","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-21","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-22","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-26","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-05-27","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-04","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-05","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-06","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-09","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-10","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-11","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-12","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-13","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-14","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-15","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-16","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-17","0.10","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-18","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-19","0.46","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-20","1.16","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-21","0.08","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-22","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-23","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-06-24","0.10","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-07-29","0.65","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-07-30","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-06","1.13","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-07","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-10","0.18","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-11","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-13","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-14","0.26","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-15","1.17","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-19","0.09","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-20","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-21","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-22","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-23","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-24","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-25","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-27","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-28","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-08-29","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-09-03","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-09-04","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-09-05","0.52","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-09-25","0.03","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-06","0.23","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-07","0.05","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-08","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-09","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-10","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-12","0.48","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-13","1.69","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-14","0.18","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-15","1.03","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-21","0.18","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-22","0.75","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-23","0.04","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-29","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-10-31","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-11-06","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2008-11-07","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-01-01","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-01-02","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-01-03","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-01-04","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-01-05","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-01-06","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-01-07","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-01-26","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-12","0.78","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-13","0.57","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-17","1.93","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-18","0.66","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-19","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-20","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-23","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-27","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-28","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-29","0.01",,,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-04-30","0.49","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-05-01","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-05-03","0.03","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-05-04","0.04","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-05-06","0.03","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-05-08","0.28","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-05-09","0.00","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-05-26","0.60","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-06-11","0.06","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-06-14","1.65","0.0",,,,,,,,,,,,,
"US1KSFI0011","37.9902","-100.8585","874.2","2009-06-15","0.00","0.0",,,,,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-01","0.00","0.0",,"64","20",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-02","0.00","0.0",,"65","22",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-03","0.00","0.0",,"48","25",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-04","0.22","3.0",,"29","6",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-05","0.00","0.0",,"39","7",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-06","0.00","0.0",,"50","20",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-07","0.00","0.0",,"47","17",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-08","0.00","0.0",,"52","12",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-09","0.00","0.0",,"49","13",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-10","0.00","0.0",,"50","23",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-11","0.00","0.0",,"62","16",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-12","0.00","0.0",,"54","18",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-13","0.00","0.0",,"64","21",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-14","0.00","0.0",,"50","21",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-15","0.00","0.0",,"58","28",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-16","0.00","0.0",,"65","27",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-17","0.00","0.0",,"39","27",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-18","0.00","0.0",,"64","28",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-19","0.00","0.0",,"62","28",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-20","0.00","0.0",,"63","16",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-21","0.00","0.0",,"51","16",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-22","0.00","0.0",,"50","20",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-23","0.00","0.0",,"55","27",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-24","0.00","0.0",,"43","17",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-25","0.00","0.0",,"55","20",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-26","0.00","0.0",,"32","20",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-27","0.19","2.0",,"32","21",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-28","0.22","3.5",,"26","14",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-29","0.00","0.0",,"26","3",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-30","0.03","0.8",,"38","5",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-01-31","0.00","0.0",,"26","6",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-01","0.00","0.0",,"42","10",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-02","0.00","0.0",,"42","11",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-03","0.00","0.0",,"56","18",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-04","0.00","0.0",,"54","23",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-05","0.00","0.0",,"44","23",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-06","0.00","0.0",,"57","28",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-07","0.00","0.0",,"65","25",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-08","0.00","0.0",,"61","25",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-09","0.00","0.0",,"70","25",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-10","0.00","0.0",,"65","27",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-11","0.00","0.0",,"63","21",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-12","0.00","0.0",,"27","13",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-13","0.00","0.0",,"52","22",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-14","0.00","0.0",,"38","19",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-15","0.00","0.0",,"66","21",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-16","0.00","0.0",,"69","18",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-17","0.00","0.0",,"50","19",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-18","0.16","0.0",,"62","27",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-19","0.00","0.0",,"35","21",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-20","0.00","0.0",,"55","20",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-21","0.00","0.0",,"65","29",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-22","0.00","0.0",,"78","39",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-23","0.05","0.0",,"65","43",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-24","0.02","0.0",,"67","35",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-25","0.00","0.0",,"74","35",,,,,,,,,,
"USC00142980","37.993","-100.8121","880.9","2000-02-26","0.02","0.0",,"57","27",,,,,,,,,,
