"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TMAX","TMIN","WT01","WT03","WT04","WT05","WT06","WT11"
"USW00013980","37.155","-98.0282","414.5","2000-06-15","0.22","0.0","90","62",,"    1",,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-16","0.00","0.0","67","64",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-17","0.01","0.0","68","59",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-18","0.02","0.0","79","52",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-19","0.00","0.0","82","55",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-20","0.02","0.0","93","66",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-21","1.34","0.0","77","63",,"    1",,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-22","0.09","0.0","88","64",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-23","0.00","0.0","92","65",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-24","2.23","0.0","91","66",,"    1",,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-25","0.00","0.0","85","67",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-26","0.53","0.0","81","66",,"    1",,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-27","0.00","0.0","77","65",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-28","0.06","0.0","79","64",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-29","0.00","0.0","83","60",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-06-30","0.12","0.0","89","62",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-07-01","0.00","0.0","92","69",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-07-02","0.00","0.0","90","72",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-07-03","0.00","0.0","92","73",,,,,,
"USW00013980","37.155","-98.0282","414.5","2000-07-04","0.00","0.0","96","73",,,,,,
