"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","SNOW","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10","WT11"
"USC00140810","37.2757","-95.4728","276.5","2000-08-30","0.00","0.0",,"103","71",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-08-31","0.00","0.0",,"103","74",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-01","0.00","0.0",,"106","75",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-02","0.00","0.0",,"107","74",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-03","0.00","0.0",,"108","75",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-04","0.00","0.0",,"103","75",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-05","0.05","0.0",,"98","67",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-06","0.00","0.0",,"89","62",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-07","0.00","0.0",,"88","64",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-08","0.00","0.0",,"92","66",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-09","0.00","0.0",,"90","67",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-10","0.00","0.0",,"89","70",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-11","0.00","0.0",,"97","74",,,,,,,,,,
"USC00140810","37.2757","-95.4728","276.5","2000-09-12","0.35","0.0",,"99","68",,,,,,,,,,
